7388;#doc=childhood.2.txt;;;;;;;;;;;;;;;;;;;;;;;;
7419;8;бывает;БЫВАТЬ;V ipf praes sg indic - 3p;;;т;е;а;в;ы;б;V;БЫВАТЬ;V ipf praes sg indic - 3p;;;;;;;;;;
7420;9;вообще;ВООБЩЕ;ADV -;;;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;;;;;;;;;;
7421;10;на;НА;PR;;;а;н;;;;;PR;НА;PR;;;;;;;;;;
7422;11;завязках;ЗАВЯЗКА;S f inan loc pl;;;х;а;к;з;я;в;S;ЗАВЯЗКА;S f inan loc pl;;;;;;;;;;
7423;12;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7424;;;;;;;;;;;;;;;;;;;;;;;;;
7425;1;Вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART;;;;;;;;;;
7426;2;у;У;PR;;;у;;;;;;PR;У;PR;;;;;;;;;;
7427;3;Кузи;КУЗЯ;S f anim gen sg persn;;;и;з;у;к;;;S;КУЗЯ;S m anim gen sg;;;;;;;;;;
7428;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7429;5;например;НАПРИМЕР;ADV -;;;р;е;м;и;р;п;ADV;НАПРИМЕР;ADV -;;;;;;;;;;
7430;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7431;7;ее;ЕЕ;APRO - nonflex - - - -;;;е;е;;;;;A;ЕЕ;A - nonflex nonflex plen - -;;;;;;;;;;
7432;8;ромпер;РОМПЕР;S m inan acc sg;;;р;е;п;м;о;р;S;РОМПЕР;S m inan acc sg;;;;;;;;;;
7433;9;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7434;10;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;;;;;;;;;;
7435;11;у;У;PR;;;у;;;;;;PR;У;PR;;;;;;;;;;
7436;12;нее;ОНА;SPRO sg 3p f acc;;;е;е;н;;;;SPRO;ОНА;SPRO sg 3p f acc;;;;;;;;;;
7437;13;завязывается;ЗАВЯЗЫВАТЬСЯ;V ipf praes sg indic - 3p;;;я;с;т;е;а;в;V;ЗАВЯЗЫВАТЬСЯ;V ipf praes sg indic - 3p;;;;;;;;;;
7438;14;сзади;СЗАДИ;ADV -;;;и;д;а;з;с;;ADV;СЗАДИ;ADV -;;;;;;;;;;
7439;15;на;НА;PR;;;а;н;;;;;PR;НА;PR;;;;;;;;;;
7440;16;спине;СПИНА;S f inan loc sg;;;е;н;и;п;с;;S;СПИНА;S f inan loc sg;;;;;;;;;;
7441;17;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7442;;;;;;;;;;;;;;;;;;;;;;;;;
7443;1;Даня;ДАНЯ;S m anim nom sg persn;;;я;н;а;д;;;S;ДАНЯ;S m anim nom sg;;;;;;;;;;
7444;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7445;3;У;У;PR;;;у;;;;;;PR;У;PR;;;;;;;;;;
7446;4;Кузи;КУЗЯ;S m anim gen sg persn;;;и;з;у;к;;;S;КУЗЯ;S m anim gen sg;;;;;;;;;;
7447;5;есть;БЫТЬ;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p;;;;;;;;;;
7448;6;ромпер;РОМПЕР;S m inan acc sg;;;р;е;п;м;о;р;S;РОМПЕР;S m inan acc sg;;;;;;;;;;
7449;7;?;?;SENT;;;;;;;;;SENT;?;SENT;;;;;;;;;;
7450;;;;;;;;;;;;;;;;;;;;;;;;;
7451;1;Никогда;НИКОГДА;ADV -;;;а;д;г;о;к;и;ADV;НИКОГДА;ADV -;;;;;;;;;;
7452;2;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART;;;;;;;;;;
7453;3;думал;ДУМАТЬ;V ipf praet sg indic m -;;;л;а;м;у;д;;V;ДУМАТЬ;V ipf praet sg indic m -;;;;;;;;;;
7454;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7455;5;что;ЧТО;CONJ;;;о;т;ч;;;;CONJ;ЧТО;CONJ;;;;;;;;;;
7456;6;у;У;PR;;;у;;;;;;PR;У;PR;;;;;;;;;;
7457;7;Кузи;КУЗЯ;S f anim gen s persn;;;и;з;у;к;;;S;КУЗЯ;S m anim gen sg;;;;;;;;;;
7458;8;есть;БЫТЬ;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p;;;;;;;;;;
7459;9;ромпер;РОМПЕР;S m inan acc sg;;;р;е;п;м;о;р;S;РОМПЕР;S m inan acc sg;;;;;;;;;;
7460;10;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7461;;;;;;;;;;;;;;;;;;;;;;;;;
7462;1;У;У;PR;;;у;;;;;;PR;У;PR;;;;;;;;;;
7463;2;нее;ОНА;SPRO sg 3p f gen;;;е;е;н;;;;SPRO;ОНА;SPRO sg 3p f acc;;;;;;;;;;
7464;3;есть;БЫТЬ;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p;;;;;;;;;;
7465;4;же;ЖЕ;PART;;;е;ж;;;;;PART;ЖЕ;PART;;;;;;;;;;
7466;5;этот;ЭТОТ;APRO - nom sg - m -;;;т;о;т;э;;;A;ЭТОТ;A - nom sg plen m -;;;;;;;;;;
7467;6;...;...;SENT;;;;;;;;;SENT;...;SENT;;;;;;;;;;
7468;;;;;;;;;;;;;;;;;;;;;;;;;
7469;1;У;У;PR;;;у;;;;;;PR;У;PR;;;;;;;;;;
7470;2;нее;ОНА;SPRO sg 3p f gen;;;е;е;н;;;;SPRO;ОНА;SPRO sg 3p f acc;;;;;;;;;;
7471;3;просто;ПРОСТО;PART;;;о;т;с;о;р;п;PART;ПРОСТО;PART;;;;;;;;;;
7472;4;комбинезон;КОМБИНЕЗОН;S m inan nom sg;;;н;о;з;е;н;и;S;КОМБИНЕЗОН;S m inan nom sg;;;;;;;;;;
7473;5;такой;ТАКОЙ;APRO - nom sg m;;;й;о;к;а;т;;A;ТАКОЙ;A - nom sg plen m -;;;;;;;;;;
7474;6;джинсовый;ДЖИНСОВЫЙ;A - nom sg m;;;й;ы;в;о;с;н;A;ДЖИНСОВЫЙ;A - nom sg plen m -;;;;;;;;;;
7475;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7476;8;нет;НЕТ;PART;;;т;е;н;;;;PART;НЕТ;PART;;;;;;;;;;
7477;9;?;?;SENT;;;;;;;;;SENT;?;SENT;;;;;;;;;;
7478;;;;;;;;;;;;;;;;;;;;;;;;;
7479;1;Рита;РИТА;S f anim nom sg persn;;;а;т;и;р;;;S;РИТА;S f anim nom sg;;;;;;;;;;
7480;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7481;3;У;У;PR;;;у;;;;;;PR;У;PR;;;;;;;;;;
7482;4;нее;ОНА;SPRO sg 3p f gen;;;е;е;н;;;;SPRO;ОНА;SPRO sg 3p f acc;;;;;;;;;;
7483;5;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ;;;;;;;;;;
7484;6;ромпер;РОМПЕР;S m inan nom sg;;;р;е;п;м;о;р;S;РОМПЕР;S f inan nom sg;;;;;;;;;;
7485;7;есть;БЫТЬ;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p;;;;;;;;;;
7486;8;еще;ЕЩЕ;ADV -;;;е;щ;е;;;;ADV;ЕЩЕ;ADV -;;;;;;;;;;
7487;9;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7488;;;;;;;;;;;;;;;;;;;;;;;;;
7489;1;Даня;ДАНЯ;S m anim nom sg persn;;;я;н;а;д;;;S;ДАНЯ;S m anim nom sg;;;;;;;;;;
7490;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7491;3;А;А;INTJ;;;а;;;;;;CONJ;А;CONJ;;;;;;;;;;
7492;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7493;5;такой;ТАКОЙ;APRO - nom sg m;;;й;о;к;а;т;;A;ТАКОЙ;A - nom sg plen m -;;;;;;;;;;
7494;6;коричневый;КОРИЧНЕВЫЙ;A - nom sg m;;;й;ы;в;е;н;ч;A;КОРИЧНЕВЫЙ;A - nom sg plen m -;;;;;;;;;;
7495;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7496;8;да;ДА;PART;;;а;д;;;;;CONJ;ДА;CONJ;;;;;;;;;;
7497;9;такой;ТАКОЙ;APRO - nom sg m;;;й;о;к;а;т;;A;ТАКОЙ;A - nom sg plen m -;;;;;;;;;;
7498;10;полосатенький;ПОЛОСАТЕНЬКИЙ;A - nom sg m;;;й;и;к;ь;н;е;A;ПОЛОСАТЕНЬКИЙ;A - nom sg plen m -;;;;;;;;;;
7499;11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7500;12;дурацкий;ДУРАЦКИЙ;A - nom sg m;;;й;и;к;ц;а;р;A;ДУРАЦКИЙ;A - acc sg plen m inan;;;;;;;;;;
7501;13;...;...;SENT;;;;;;;;;SENT;...;SENT;;;;;;;;;;
7502;;;;;;;;;;;;;;;;;;;;;;;;;
7503;1;Рита;РИТА;S f anim nom sg persn;;;а;т;и;р;;;S;РИТА;S f anim nom sg;;;;;;;;;;
7504;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7505;3;Да;ДА;PART;;;а;д;;;;;PART;ДА;PART;;;;;;;;;;
7506;4;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7507;;;;;;;;;;;;;;;;;;;;;;;;;
7508;1;Даня;ДАНЯ;S m anim nom sg persn;;;я;н;а;д;;;S;ДАНЯ;S m anim nom sg;;;;;;;;;;
7509;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7510;3;Мне;Я;SPRO sg 1p - dat;;;е;н;м;;;;SPRO;Я;SPRO sg 1p - loc;;;;;;;;;;
7511;4;это;ЭТО;S n - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg;;;;;;;;;;
7512;5;напоминает;НАПОМИНАТЬ;V ipf praes sg indic - 3p;;;т;е;а;н;и;м;V;НАПОМИНАТЬ;V ipf praes sg indic - 3p;;;;;;;;;;
7513;6;историю;ИСТОРИЯ;S f inan acc sg;;;ю;и;р;о;т;с;S;ИСТОРИЯ;S f inan acc sg;;;;;;;;;;
7514;7;...;...;SENT;;;;;;;;;SENT;...;SENT;;;;;;;;;;
7515;;;;;;;;;;;;;;;;;;;;;;;;;
7516;1;Рита;РИТА;S f anim nom sg persn;;;а;т;и;р;;;S;РИТА;S f anim nom sg;;;;;;;;;;
7517;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7518;3;Какую;КАКОЙ;APRO - acc sg f;;;ю;у;к;а;к;;A;КАКОЙ;A - acc sg plen f -;;;;;;;;;;
7519;4;?;?;SENT;;;;;;;;;SENT;?;SENT;;;;;;;;;;
7520;;;;;;;;;;;;;;;;;;;;;;;;;
7521;1;Даня;ДАНЯ;S m anim nom sg persn;;;я;н;а;д;;;S;ДАНЯ;S m anim nom sg;;;;;;;;;;
7522;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;;;;;;;;;;
7523;3;Из;ИЗ;PR;;;з;и;;;;;PR;ИЗ;PR;;;;;;;;;;
7524;4;моего;МОЙ;APRO - gen sg m -;;;о;г;е;о;м;;A;МОЙ;A - gen sg plen m -;;;;;;;;;;
7525;5;детства;ДЕТСТВО;S n inan gen sg;;;а;в;т;с;т;е;S;ДЕТСТВО;S n inan gen sg;;;;;;;;;;
7526;6;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7527;;;;;;;;;;;;;;;;;;;;;;;;;
7528;1;Расскажу;РАССКАЗАТЬ;V pf fut sg indic - 1p;;;у;ж;а;к;с;с;V;РАССКАЗАТЬ;V pf fut sg indic - 1p;;;;;;;;;;
7529;2;историю;ИСТОРИЯ;S f inan acc sg;;;ю;и;р;о;т;с;S;ИСТОРИЯ;S f inan acc sg;;;;;;;;;;
7530;3;из;ИЗ;PR;;;з;и;;;;;PR;ИЗ;PR;;;;;;;;;;
7531;4;моего;МОЙ;APRO - gen sg m -;;;о;г;е;о;м;;A;МОЙ;A - gen sg plen m -;;;;;;;;;;
7532;5;детства;ДЕТСТВО;S n inan gen sg;;;а;в;т;с;т;е;S;ДЕТСТВО;S n inan gen sg;;;;;;;;;;
7533;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7534;7;потом;ПОТОМ;ADV -;;;м;о;т;о;п;;ADV;ПОТОМ;ADV -;;;;;;;;;;
7535;8;мы;МЫ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;;;;;;;;;;
7536;9;плавно;ПЛАВНО;ADV -;;;о;н;в;а;л;п;ADV;ПЛАВНО;ADV -;;;;;;;;;;
7537;10;перейдем;ПЕРЕЙТИ;V pf fut pl indic 1p;;;м;е;д;й;е;р;V;ПЕРЕЙТИ;V pf - pl imper - 1p;;;;;;;;;;
7538;11;к;К;PR;;;к;;;;;;PR;К;PR;;;;;;;;;;
7539;12;обсуждению;ОБСУЖДЕНИЕ;S n inan dat sg;;;ю;и;н;е;д;ж;S;ОБСУЖДЕНИЕ;S n inan dat sg;;;;;;;;;;
7540;13;геополитической;ГЕОПОЛИТИЧЕСКИЙ;A - gen sg f -;;;й;о;к;с;е;ч;A;ГЕОПОЛИТИЧЕСКИЙ;A - loc sg plen f -;;;;;;;;;;
7541;14;обстановки;ОБСТАНОВКА;S f inan gen sg;;;и;к;в;о;н;а;S;ОБСТАНОВКА;S f inan gen sg;;;;;;;;;;
7542;15;мировой;МИРОВОЙ;A - gen sg f -;;;й;о;в;о;р;и;A;МИРОВОЙ;A - gen sg plen f -;;;;;;;;;;
7543;16;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7544;;;;;;;;;;;;;;;;;;;;;;;;;
7545;1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7546;2;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;;;;;;;;;;
7547;3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7548;4;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;;;;;;;;;;
7549;5;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX;;;;;;;;;;
7550;6;#ОШИБКА!;#ОШИБКА!;PUNC;;;;;;;;;PUNC;#ОШИБКА!;PUNC;;;;;;;;;;
7551;7;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7552;8;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX;;;;;;;;;;
7553;9;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7554;;;;;;;;;;;;;;;;;;;;;;;;;
7555;1;Кроче;КРОЧЕ;ADV comp;;;е;ч;о;р;к;;ADV;КРОЧЕ;ADV comp;;;;;;;;;;
7556;2;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7557;3;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX;;;;;;;;;;
7558;4;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7559;;;;;;;;;;;;;;;;;;;;;;;;;
7560;1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7561;2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;;;;;;;;;;
7562;3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;;;;;;;;;;
7563;4;короче;КОРОЧЕ;ADV comp;;;е;ч;о;р;о;к;ADV;КОРОЧЕ;ADV comp;;;;;;;;;;
7564;5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7565;6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;;;;;;;;;;
7566;7;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7567;;;;;;;;;;;;;;;;;;;;;;;;;
7568;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;;;;;;;;;;
7569;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;;;;;;;;;;
7570;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;;;;;;;;;;
7571;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;;;;;;;;;;
7572;5;";";";";SENT;;;;;;;;;SENT;";";SENT;;;;;;;;;;
7573;;;;;;;;;;;;;;;;;;;;;;;;;
7574;1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7575;2;эээ;ЭЭЭ;NONLEX;;;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;;;;;;;;;;
7576;3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7577;4;когда;КОГДА;CONJ;;;а;д;г;о;к;;CONJ;КОГДА;CONJ;;;;;;;;;;
7578;5;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom;;;;;;;;;;
7579;6;был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;;;;;;;;;;
7580;7;маленький;МАЛЕНЬКИЙ;A - nom sg m -;;;й;и;к;ь;н;е;A;МАЛЕНЬКИЙ;A - nom sg plen m -;;;;;;;;;;
7581;8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7582;9;мы;МЫ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;;;;;;;;;;
7583;10;жили;ЖИТЬ;V ipf praet pl indic - -;;;и;л;и;ж;;;V;ЖИТЬ;V ipf praet pl indic - -;;;;;;;;;;
7584;11;в;В;PR;;;в;;;;;;PR;В;PR;;;;;;;;;;
7585;12;Енисейске;ЕНИСЕЙСК;S m inan loc sg;;;е;к;с;й;е;с;S;ЕНИСЕЙСК;S m inan loc sg;;;;;;;;;;
7586;13;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7587;;;;;;;;;;;;;;;;;;;;;;;;;
7588;1;Да;ДА;PART;;;а;д;;;;;CONJ;ДА;CONJ;;;;;;;;;;
7589;2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7590;3;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom;;;;;;;;;;
7591;4;жил;ЖИТЬ;V ipf praet sg indic m -;;;л;и;ж;;;;V;ЖИТЬ;V ipf praet sg indic m -;;;;;;;;;;
7592;5;в;В;PR;;;в;;;;;;PR;В;PR;;;;;;;;;;
7593;6;Енисейске;ЕНИСЕЙСК;S m inan loc sg;;;е;к;с;й;е;с;S;ЕНИСЕЙСК;S m inan loc sg;;;;;;;;;;
7594;7;лет;ГОД;S m inan gen pl;;;т;е;л;;;;S;ГОД;S m inan gen pl;;;;;;;;;;
7595;8;до;ДО;PR;;;о;д;;;;;PR;ДО;PR;;;;;;;;;;
7596;9;пяти;ПЯТЬ;NUM loc - -;;;и;т;я;п;;;NUM;ПЯТЬ;NUM loc - -;;;;;;;;;;
7597;10;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7598;;;;;;;;;;;;;;;;;;;;;;;;;
7599;1;Эээ;ЭЭЭ;NONLEX;;;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;;;;;;;;;;
7600;2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7601;3;жил;ЖИТЬ;V ipf praet sg indic m -;;;л;и;ж;;;;V;ЖИТЬ;V ipf praet sg indic m -;;;;;;;;;;
7602;4;там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -;;;;;;;;;;
7603;5;с;С;PR;;;с;;;;;;PR;С;PR;;;;;;;;;;
7604;6;мамой;МАМА;S f anim ins sg;;;й;о;м;а;м;;S;МАМА;S f anim ins sg;;;;;;;;;;
7605;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7606;8;с;С;PR;;;с;;;;;;PR;С;PR;;;;;;;;;;
7607;9;бабушкой;БАБУШКА;S f anim ins sg;;;й;о;к;ш;у;б;S;БАБУШКА;S f anim ins sg;;;;;;;;;;
7608;10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7609;11;дедушкой;ДЕДУШКА;S m anim ins sg;;;й;о;к;ш;у;д;S;ДЕДУШКА;S m anim ins sg;;;;;;;;;;
7610;12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7611;13;с;С;PR;;;с;;;;;;PR;С;PR;;;;;;;;;;
7612;14;тетей;ТЕТЯ;S f anim ins sg;;;й;е;т;е;т;;S;ТЕТЯ;S f anim acc pl;;;;;;;;;;
7613;15;Светой;СВЕТА;S f anim ins sg persn;;;й;о;т;е;в;с;S;СВЕТА;S f inan acc sg;;;;;;;;;;
7614;16;в;В;PR;;;в;;;;;;PR;В;PR;;;;;;;;;;
7615;17;соседнем;СОСЕДНИЙ;A - loc sg m -;;;м;е;н;д;е;с;A;СОСЕДНИЙ;A - loc sg plen m -;;;;;;;;;;
7616;18;доме;ДОМ;S m inan loc sg;;;е;м;о;д;;;S;ДОМ;S m inan loc sg;;;;;;;;;;
7617;19;.;.;SENT;;;;;;;;;SENT;.;SENT;;;;;;;;;;
7618;;;;;;;;;;;;;;;;;;;;;;;;;
7619;1;И;И;PART;;;и;;;;;;CONJ;И;CONJ;;;;;;;;;;
7620;2;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART;;;;;;;;;;
7621;3;с;С;PR;;;с;;;;;;PR;С;PR;;;;;;;;;;
7622;4;этой;ЭТОТ;APRO - ins sg f -;;;й;о;т;э;;;A;ЭТОТ;A - gen sg plen f -;;;;;;;;;;
7623;5;тетей;ТЕТЯ;S f anim ins sg;;;й;е;т;е;т;;S;ТЕТЯ;S f anim acc pl;;;;;;;;;;
7624;6;Светой;СВЕТА;S f anim ins sg persn;;;й;о;т;е;в;с;S;СВЕТА;S f inan gen sg;;;;;;;;;;
7625;7;жили;ЖИТЬ;V ipf praet pl indic - -;;;и;л;и;ж;;;V;ЖИТЬ;V ipf praet pl indic - -;;;;;;;;;;
7626;8;две;ДВА;NUM nom f -;;;е;в;д;;;;NUM;ДВА;NUM nom f -;;;;;;;;;;
7627;9;моих;МОЙ;A - gen pl - -;;;х;и;о;м;;;A;МОЙ;A - gen pl plen - -;;;;;;;;;;
7628;10;двоюродных;ДВОЮРОДНЫЙ;A - gen pl -;;;х;ы;н;д;о;р;A;ДВОЮРОДНЫЙ;A - acc pl plen - anim;;;;;;;;;;
7629;11;сестры;СЕСТРА;S f anim nom pl;;;ы;р;т;с;е;с;S;СЕСТРА;S f anim gen sg;;;;;;;;;;
7630;12;-;-;PUNC;;;;;;;;;PUNC;-;PUNC;;;;;;;;;;
7631;13;Лена;ЛЕНА;S f anim nom sg persn;;;а;н;е;л;;;S;ЛЕНА;S f anim nom sg;;;;;;;;;;
7632;14;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ;;;;;;;;;;
7633;15;Женя;ЖЕНЯ;S - anim nom sg persn;;;я;н;е;ж;;;S;ЖЕНЯ;S - anim nom sg;;;;;;;;;;
7634;16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;;;;;;;;;;
7635;17;были;БЫТЬ;V ipf praet pl indic - -;;;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -;;;;;;;;;;
7636;18;сильно;СИЛЬНО;ADV -;;;о;н;ь;л;и;с;ADV;СИЛЬНО;ADV -;;;;;;;;;;
7637;19;старше;СТАРЫЙ;A comp - - plen - -;;;е;ш;р;а;т;с;A;СТАРЫЙ;A comp - - plen - -;;;;;;;;;;
7638;20;меня;Я;SPRO sg 1p - gen;;;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc;;;;;;;;;;
